ObservationDate,Country/Region,Confirmed,Deaths,Recovered
2/17/20,Mainland China,18,0,13
2/17/20,Macau,10,0,5
2/17/20,Mainland China,1,0,1
2/18/20,Mainland China,61682,1921,9128
2/18/20,Mainland China,1328,4,565
2/18/20,Mainland China,1257,19,522
2/18/20,Mainland China,1172,0,535
2/18/20,Mainland China,1007,4,527
2/18/20,Mainland China,982,6,361
2/18/20,Mainland China,933,1,310
2/18/20,Mainland China,629,0,280
2/18/20,Mainland China,555,5,254
2/18/20,Mainland China,543,3,211
2/18/20,Mainland China,508,3,169
2/18/20,Mainland China,464,11,111
2/18/20,Mainland China,387,4,122
2/18/20,Mainland China,333,1,177
2/18/20,Mainland China,306,4,136
2/18/20,Mainland China,292,0,93
2/18/20,Mainland China,242,2,69
2/18/20,Mainland China,240,0,89
2/18/20,Mainland China,172,0,57
2/18/20,Mainland China,163,4,79
2/18/20,Mainland China,146,2,66
2/18/20,Mainland China,131,0,61
2/18/20,Mainland China,128,3,48
2/18/20,Mainland China,121,1,53
2/18/20,Mainland China,91,2,62
2/18/20,Mainland China,89,1,36
2/18/20,Mainland China,76,1,12
2/18/20,Mainland China,73,0,8
2/18/20,Mainland China,70,0,42
2/18/20,Hong Kong,62,1,2
2/18/20,Taiwan,22,1,2
2/18/20,Mainland China,18,0,15
2/18/20,Macau,10,0,5
2/18/20,Mainland China,1,0,1
2/19/20,Mainland China,62031,2029,10337
2/19/20,Mainland China,1331,5,606
2/19/20,Mainland China,1262,19,573
2/19/20,Mainland China,1174,0,604
2/19/20,Mainland China,1008,4,561
2/19/20,Mainland China,986,6,413
2/19/20,Mainland China,934,1,362
2/19/20,Mainland China,631,0,318
2/19/20,Mainland China,560,5,274
2/19/20,Mainland China,544,3,231
2/19/20,Mainland China,514,3,188
2/19/20,Mainland China,470,12,120
2/19/20,Mainland China,393,4,145
2/19/20,Mainland China,333,2,186
2/19/20,Mainland China,306,4,152
2/19/20,Mainland China,293,0,112
2/19/20,Mainland China,244,2,86
2/19/20,Mainland China,242,0,102
2/19/20,Mainland China,172,1,60
2/19/20,Mainland China,168,4,84
2/19/20,Mainland China,146,2,70
2/19/20,Mainland China,131,0,68
2/19/20,Mainland China,130,3,54
2/19/20,Mainland China,121,1,55
2/19/20,Mainland China,91,2,65
2/19/20,Mainland China,90,1,37
2/19/20,Mainland China,76,1,20
2/19/20,Mainland China,75,0,10
2/19/20,Mainland China,71,0,42
2/19/20,Hong Kong,63,2,5
2/19/20,Taiwan,23,1,2
2/19/20,Mainland China,18,0,16
2/19/20,Macau,10,0,5
2/19/20,Mainland China,1,0,1
2/20/20,Mainland China,62442,2144,11788
2/20/20,Mainland China,1332,5,642
2/20/20,Mainland China,1265,19,637
2/20/20,Mainland China,1175,1,633
2/20/20,Mainland China,1010,4,634
2/20/20,Mainland China,987,6,474
2/20/20,Mainland China,934,1,433
2/20/20,Mainland China,631,0,356
2/20/20,Mainland China,567,6,299
2/20/20,Mainland China,546,4,254
2/20/20,Mainland China,520,3,217
2/20/20,Mainland China,476,12,136
2/20/20,Mainland China,395,4,153
2/20/20,Mainland China,334,2,199
2/20/20,Mainland China,307,5,169
2/20/20,Mainland China,293,1,126
2/20/20,Mainland China,245,2,90
2/20/20,Mainland China,245,1,118
2/20/20,Mainland China,174,2,79
2/20/20,Mainland China,168,4,86
2/20/20,Mainland China,146,2,72
2/20/20,Mainland China,132,0,76
2/20/20,Mainland China,131,3,59
2/20/20,Mainland China,121,1,59
2/20/20,Mainland China,91,2,71
2/20/20,Mainland China,91,1,43
2/20/20,Mainland China,76,1,22
2/20/20,Mainland China,75,0,16
2/20/20,Mainland China,71,0,44
2/20/20,Hong Kong,68,2,6
2/20/20,Taiwan,24,1,2
2/20/20,Mainland China,18,0,16
2/20/20,Macau,10,0,6
2/20/20,Mainland China,1,0,1
2/21/20,Mainland China,62662,2144,11881
2/21/20,Mainland China,1333,5,690
2/21/20,Mainland China,1267,19,736
2/21/20,Mainland China,1203,1,679
2/21/20,Mainland China,1011,4,661
2/21/20,Mainland China,988,6,539
2/21/20,Mainland China,934,1,489
2/21/20,Mainland China,749,4,281
2/21/20,Mainland China,631,0,373
2/21/20,Mainland China,572,6,316
2/21/20,Mainland China,525,3,231
2/21/20,Mainland China,479,12,175
2/21/20,Mainland China,396,4,169
2/21/20,Mainland China,334,2,211
2/21/20,Mainland China,308,5,184
2/21/20,Mainland China,293,1,149
2/21/20,Mainland China,246,2,97
2/21/20,Mainland China,245,1,134
2/21/20,Mainland China,174,2,96
2/21/20,Mainland China,168,4,95
2/21/20,Mainland China,146,2,77
2/21/20,Mainland China,132,0,78
2/21/20,Mainland China,132,3,62
2/21/20,Mainland China,121,1,61
2/21/20,Mainland China,91,2,76
2/21/20,Mainland China,91,1,45
2/21/20,Mainland China,76,1,24
2/21/20,Mainland China,75,0,17
2/21/20,Mainland China,71,0,48
2/21/20,Hong Kong,68,2,5
2/21/20,Taiwan,26,1,2
2/21/20,Mainland China,18,0,18
2/21/20,Macau,10,0,6
2/21/20,Mainland China,1,0,1
2/22/20,Mainland China,64084,2346,15299
2/22/20,Mainland China,1339,5,728
2/22/20,Mainland China,1270,19,830
2/22/20,Mainland China,1205,1,719
2/22/20,Mainland China,1013,4,692
2/22/20,Mainland China,989,6,597
2/22/20,Mainland China,934,1,555
2/22/20,Mainland China,750,4,302
2/22/20,Mainland China,631,0,401
2/22/20,Mainland China,573,6,328
2/22/20,Mainland China,526,3,250
2/22/20,Mainland China,479,12,204
2/22/20,Mainland China,399,4,178
2/22/20,Mainland China,335,3,227
2/22/20,Mainland China,309,6,203
2/22/20,Mainland China,293,1,162
2/22/20,Mainland China,249,2,104
2/22/20,Mainland China,245,1,149
2/22/20,Mainland China,174,2,107
2/22/20,Mainland China,168,4,104
2/22/20,Mainland China,146,2,90
2/22/20,Mainland China,135,3,65
2/22/20,Mainland China,132,0,81
2/22/20,Mainland China,121,1,66
2/22/20,Mainland China,91,2,76
2/22/20,Mainland China,91,1,52
2/22/20,Mainland China,76,2,25
2/22/20,Mainland China,75,0,26
2/22/20,Mainland China,71,0,48
2/22/20,Hong Kong,69,2,6
2/22/20,Taiwan,26,1,2
2/22/20,Mainland China,18,0,18
2/22/20,Macau,10,0,6
2/22/20,Mainland China,1,0,1
2/23/20,Mainland China,64084,2346,15343
2/23/20,Mainland China,1342,6,755
2/23/20,Mainland China,1271,19,868
2/23/20,Mainland China,1205,1,760
2/23/20,Mainland China,1016,4,714
2/23/20,Mainland China,989,6,637
2/23/20,Mainland China,934,1,613
2/23/20,Mainland China,754,4,321
2/23/20,Mainland China,631,0,418
2/23/20,Mainland China,575,6,335
2/23/20,Mainland China,526,3,261
2/23/20,Mainland China,480,12,222
2/23/20,Mainland China,399,4,189
2/23/20,Mainland China,335,3,249
2/23/20,Mainland China,311,6,219
2/23/20,Mainland China,293,1,170
2/23/20,Mainland China,249,2,106
2/23/20,Mainland China,245,1,163
2/23/20,Mainland China,174,2,115
2/23/20,Mainland China,168,5,106
2/23/20,Mainland China,146,2,102
2/23/20,Mainland China,135,3,81
2/23/20,Mainland China,132,0,88
2/23/20,Mainland China,121,1,73
2/23/20,Mainland China,91,2,78
2/23/20,Mainland China,91,1,54
2/23/20,Mainland China,76,2,28
2/23/20,Mainland China,75,0,27
2/23/20,Hong Kong,74,2,11
2/23/20,Mainland China,71,0,56
2/23/20,Taiwan,28,1,2
2/23/20,Mainland China,18,0,18
2/23/20,Macau,10,0,6
2/23/20,Mainland China,1,0,1
